,Region/Country/Economy,Year,Million tonnes of CO2
892,Russian Federation,1976,..
893,Serbia,1976,..
894,Tajikistan,1976,..
895,Turkmenistan,1976,..
896,Ukraine,1976,..
897,Uzbekistan,1976,..
898,Former Soviet Union (if no detail),1976,2572.023097
899,Former Yugoslavia (if no detail),1976,74.802444
900,Non-OECD Europe and Eurasia,1976,2880.953151
901,Algeria,1976,15.94481
902,Angola,1976,1.939556
903,Benin,1976,0.280361
904,Botswana,1976,..
905,Cameroon,1976,0.930459
906,Congo,1976,0.74315
907,Côte d'Ivoire,1976,3.483598
908,Dem. Rep. of Congo,1976,2.690006
909,Egypt,1976,29.858133
910,Eritrea,1976,..
911,Ethiopia,1976,1.184784
912,Gabon,1976,1.172804
913,Ghana,1976,2.348777
914,Kenya,1976,3.97052
915,Libya,1976,9.227935
916,Mauritius,1976,0.488437
917,Morocco,1976,10.611978
918,Mozambique,1976,2.426944
919,Namibia,1976,..
920,Niger,1976,..
921,Nigeria,1976,13.711857
922,Senegal,1976,1.676251
923,South Africa,1976,216.842805
924,South Sudan,1976,..
925,Sudan,1976,3.187272
926,United Rep. of Tanzania,1976,1.37833
927,Togo,1976,0.268867
928,Tunisia,1976,5.136259
929,Zambia,1976,4.309655
930,Zimbabwe,1976,7.986329
931,Other Africa,1976,10.792783
932,Africa,1976,352.59266
933,Bangladesh,1976,4.682437
934,Brunei Darussalam,1976,1.85165
935,Cambodia,1976,..
936,DPR of Korea,1976,84.568737
937,India,1976,232.139549
938,Indonesia,1976,38.800366
939,Malaysia,1976,17.653624
940,Mongolia,1976,..
941,Myanmar,1976,4.193414
942,Nepal,1976,0.244249
943,Pakistan,1976,19.092109
944,Philippines,1976,29.05613
945,Singapore,1976,9.121566
946,Sri Lanka,1976,2.686088
947,Chinese Taipei,1976,49.206281
948,Thailand,1976,24.114394
949,Viet Nam,1976,11.766228
950,Other Asia,1976,12.446482
951,Asia (excl. China),1976,541.623304
952,People's Rep. of China,1976,1071.332089
953,"Hong Kong, China",1976,12.604471
954,"China (incl. Hong Kong, China)",1976,1083.93656
955,Argentina,1976,89.361549
956,Bolivia,1976,3.526201
957,Brazil,1976,143.116898
958,Colombia,1976,30.023444
959,Costa Rica,1976,1.80165
960,Cuba,1976,25.137717
961,Curaçao,1976,10.847666
962,Dominican Republic,1976,5.347045
963,Ecuador,1976,6.862997
964,El Salvador,1976,1.952711
965,Guatemala,1976,2.897052
966,Haiti,1976,0.569452
967,Honduras,1976,1.421382
968,Jamaica,1976,6.205195
969,Nicaragua,1976,2.122074
970,Panama,1976,3.092588
971,Paraguay,1976,0.779567
972,Peru,1976,18.513808
973,Suriname,1976,..
974,Trinidad and Tobago,1976,5.183822
975,Uruguay,1976,5.46368
976,Venezuela,1976,59.47076
977,Other Non-OECD Americas,1976,9.589035
978,Non-OECD Americas,1976,433.286293
979,Bahrain,1976,5.684432
980,Islamic Rep. of Iran,1976,77.827619
981,Iraq,1976,19.28221
982,Jordan,1976,2.641021
983,Kuwait,1976,16.472991
984,Lebanon,1976,5.247473
985,Oman,1976,1.117322
986,Qatar,1976,3.47853
987,Saudi Arabia,1976,25.906123
988,Syrian Arab Republic ,1976,9.28906
989,United Arab Emirates,1976,6.371012
990,Yemen,1976,2.178356
991,Middle East,1976,175.496149
992,IEA/Accession/Association,1976,12044.6061
993,European Union - 28,1976,..
994,G7,1976,8298.921567
995,G8,1976,..
996,G20,1976,..
997,Africa,1976,352.59266
998,Americas,1976,5602.423129
999,Asia,1976,..
1000,Europe,1976,..
1001,Oceania,1976,204.946731
1002,Canada,1977,401.597004
1003,Chile,1977,18.680602
1004,Mexico,1977,154.303385
1005,United States,1977,4781.620648
1006,OECD Americas,1977,5356.201639
1007,Australia,1977,195.919366
1008,Israel,1977,17.385602
1009,Japan,1977,901.125478
1010,Korea,1977,98.633923
1011,New Zealand,1977,18.71835
1012,OECD Asia Oceania,1977,1231.782719
1013,Austria,1977,51.327818
1014,Belgium,1977,123.416566
1015,Czech Republic,1977,169.335137
1016,Denmark,1977,59.935162
1017,Estonia,1977,..
1018,Finland,1977,50.02907
1019,France,1977,448.854244
1020,Germany,1977,1013.471761
1021,Greece,1977,40.195782
1022,Hungary,1977,76.925831
1023,Iceland,1977,1.634358
1024,Ireland,1977,23.487669
1025,Italy,1977,332.594158
1026,Latvia,1977,..
1027,Lithuania,1977,..
1028,Luxembourg,1977,12.956887
1029,Netherlands,1977,138.521472
1030,Norway,1977,26.583372
1031,Poland,1977,375.04704
1032,Portugal,1977,18.751929
1033,Slovak Republic,1977,45.418863
1034,Slovenia,1977,..
1035,Spain,1977,165.222225
1036,Sweden,1977,82.90431
1037,Switzerland,1977,38.995933
1038,Turkey,1977,72.221079
1039,United Kingdom,1977,592.90971
1040,OECD Europe,1977,3960.740376
1041,Albania,1977,4.958544
1042,Armenia,1977,..
1043,Azerbaijan,1977,..
1044,Belarus,1977,..
1045,Bosnia and Herzegovina,1977,..
1046,Bulgaria,1977,75.957976
1047,Croatia,1977,..
1048,Cyprus,1977,2.115335
1049,Georgia,1977,..
1050,Gibraltar,1977,0.058987
1051,Kazakhstan,1977,..
1052,Kosovo,1977,..
1053,Kyrgyzstan,1977,..
1054,Malta,1977,0.781007
1055,Republic of Moldova,1977,..
1056,Montenegro,1977,..
1057,Republic of North Macedonia,1977,..
1058,Romania,1977,160.745392
1059,Russian Federation,1977,..
1060,Serbia,1977,..
1061,Tajikistan,1977,..
1062,Turkmenistan,1977,..
1063,Ukraine,1977,..
1064,Uzbekistan,1977,..
1065,Former Soviet Union (if no detail),1977,2632.012017
1066,Former Yugoslavia (if no detail),1977,78.493258
1067,Non-OECD Europe and Eurasia,1977,2955.122516
1068,Algeria,1977,17.722054
1069,Angola,1977,1.506541
1070,Benin,1977,0.334802
1071,Botswana,1977,..
1072,Cameroon,1977,1.332718
1073,Congo,1977,0.635409
1074,Côte d'Ivoire,1977,3.414592
1075,Dem. Rep. of Congo,1977,2.805207
1076,Egypt,1977,32.001619
1077,Eritrea,1977,..
1078,Ethiopia,1977,1.165957
1079,Gabon,1977,1.324602
1080,Ghana,1977,2.507349
1081,Kenya,1977,4.16436
1082,Libya,1977,10.675967
1083,Mauritius,1977,0.563669
1084,Morocco,1977,11.647206
1085,Mozambique,1977,2.307804
1086,Namibia,1977,..
1087,Niger,1977,..
1088,Nigeria,1977,16.809831
1089,Senegal,1977,1.818236
1090,South Africa,1977,217.293049
1091,South Sudan,1977,..
1092,Sudan,1977,3.394339
1093,United Rep. of Tanzania,1977,1.389029
1094,Togo,1977,0.341817
1095,Tunisia,1977,5.744272
1096,Zambia,1977,3.800083
1097,Zimbabwe,1977,6.915968
1098,Other Africa,1977,11.300179
1099,Africa,1977,362.916659
1100,Bangladesh,1977,4.803017
1101,Brunei Darussalam,1977,1.985738
1102,Cambodia,1977,..
1103,DPR of Korea,1977,89.49878
1104,India,1977,236.5238
1105,Indonesia,1977,46.374743
1106,Malaysia,1977,17.505987
1107,Mongolia,1977,..
1108,Myanmar,1977,4.48422
1109,Nepal,1977,0.28875
1110,Pakistan,1977,20.301552
1111,Philippines,1977,32.398885
1112,Singapore,1977,10.179076
1113,Sri Lanka,1977,2.905122
1114,Chinese Taipei,1977,53.014977
1115,Thailand,1977,26.747402
1116,Viet Nam,1977,12.738559
1117,Other Asia,1977,13.987812
1118,Asia (excl. China),1977,573.73842
1119,People's Rep. of China,1977,1212.911796
1120,"Hong Kong, China",1977,14.560916
1121,"China (incl. Hong Kong, China)",1977,1227.472712
1122,Argentina,1977,93.036328
1123,Bolivia,1977,3.751803
1124,Brazil,1977,146.985048
1125,Colombia,1977,31.030867
1126,Costa Rica,1977,2.280722
1127,Cuba,1977,27.472378
1128,Curaçao,1977,10.981704
1129,Dominican Republic,1977,5.677994
1130,Ecuador,1977,8.096243
1131,El Salvador,1977,2.015362
1132,Guatemala,1977,3.342738
1133,Haiti,1977,0.595034
1134,Honduras,1977,1.578267
1135,Jamaica,1977,6.843942
1136,Nicaragua,1977,2.614402
1137,Panama,1977,3.070677
1138,Paraguay,1977,1.117867
1139,Peru,1977,18.18615
1140,Suriname,1977,..
1141,Trinidad and Tobago,1977,5.939647
1142,Uruguay,1977,5.37865
1143,Venezuela,1977,61.603139
1144,Other Non-OECD Americas,1977,10.612284
1145,Non-OECD Americas,1977,452.211246
1146,Bahrain,1977,6.297152
1147,Islamic Rep. of Iran,1977,87.472493
1148,Iraq,1977,20.178715
1149,Jordan,1977,2.798023
1150,Kuwait,1977,18.111186
1151,Lebanon,1977,4.612881
1152,Oman,1977,1.310465
1153,Qatar,1977,4.047407
1154,Saudi Arabia,1977,34.43907
1155,Syrian Arab Republic ,1977,10.06045
1156,United Arab Emirates,1977,10.603244
1157,Yemen,1977,2.194749
1158,Middle East,1977,202.125835
1159,IEA/Accession/Association,1977,12438.36689
1160,European Union - 28,1977,..
1161,G7,1977,8472.173003
1162,G8,1977,..
1163,G20,1977,..
1164,Africa,1977,362.916659
1165,Americas,1977,5808.412885
1166,Asia,1977,..
1167,Europe,1977,..
1168,Oceania,1977,219.962168
1169,Canada,1978,403.135725
1170,Chile,1978,19.391089
1171,Mexico,1978,170.194443
1172,United States,1978,4771.142682
1173,OECD Americas,1978,5363.863939
1174,Australia,1978,191.090637
1175,Israel,1978,18.580527
1176,Japan,1978,895.71128
1177,Korea,1978,107.422637
1178,New Zealand,1978,18.215969
1179,OECD Asia Oceania,1978,1231.02105
1180,Austria,1978,53.665985
1181,Belgium,1978,128.767615
1182,Czech Republic,1978,165.308103
1183,Denmark,1978,59.55137
1184,Estonia,1978,..
1185,Finland,1978,54.638502
1186,France,1978,467.903295
1187,Germany,1978,1051.706583
1188,Greece,1978,42.652071
1189,Hungary,1978,84.813745
1190,Iceland,1978,1.75792
1191,Ireland,1978,23.205516
1192,Italy,1978,338.274617
1193,Latvia,1978,..
1194,Lithuania,1978,..
1195,Luxembourg,1978,14.160969
1196,Netherlands,1978,143.012102
1197,Norway,1978,27.084161
1198,Poland,1978,400.148279
1199,Portugal,1978,19.756023
1200,Slovak Republic,1978,50.650177
1201,Slovenia,1978,..
1202,Spain,1978,164.244725
1203,Sweden,1978,77.583881
1204,Switzerland,1978,40.108769
1205,Turkey,1978,73.033463
1206,United Kingdom,1978,591.088378
1207,OECD Europe,1978,4073.116249
1208,Albania,1978,5.619529
1209,Armenia,1978,..
1210,Azerbaijan,1978,..
1211,Belarus,1978,..
1212,Bosnia and Herzegovina,1978,..
1213,Bulgaria,1978,79.019714
1214,Croatia,1978,..
1215,Cyprus,1978,2.233691
1216,Georgia,1978,..
1217,Gibraltar,1978,0.05583
1218,Kazakhstan,1978,..
1219,Kosovo,1978,..
1220,Kyrgyzstan,1978,..
1221,Malta,1978,0.91718
1222,Republic of Moldova,1978,..
1223,Montenegro,1978,..
1224,Republic of North Macedonia,1978,..
1225,Romania,1978,174.373152
1226,Russian Federation,1978,..
1227,Serbia,1978,..
1228,Tajikistan,1978,..
1229,Turkmenistan,1978,..
1230,Ukraine,1978,..
1231,Uzbekistan,1978,..
1232,Former Soviet Union (if no detail),1978,2757.012492
1233,Former Yugoslavia (if no detail),1978,84.637934
1234,Non-OECD Europe and Eurasia,1978,3103.869522
1235,Algeria,1978,21.523505
1236,Angola,1978,2.576223
1237,Benin,1978,0.382204
1238,Botswana,1978,..
1239,Cameroon,1978,1.429745
1240,Congo,1978,0.679201
1241,Côte d'Ivoire,1978,3.983024
1242,Dem. Rep. of Congo,1978,2.861161
1243,Egypt,1978,32.949601
1244,Eritrea,1978,..
1245,Ethiopia,1978,1.253924
1246,Gabon,1978,1.743004
1247,Ghana,1978,2.527553
1248,Kenya,1978,4.152004
1249,Libya,1978,11.920872
1250,Mauritius,1978,0.604091
1251,Morocco,1978,12.445379
1252,Mozambique,1978,1.991258
1253,Namibia,1978,..
1254,Niger,1978,..
1255,Nigeria,1978,20.463966
1256,Senegal,1978,1.76294
1257,South Africa,1978,194.728749
1258,South Sudan,1978,..
1259,Sudan,1978,3.08119
1260,United Rep. of Tanzania,1978,1.486589
1261,Togo,1978,0.341609
1262,Tunisia,1978,6.263881
1263,Zambia,1978,3.627813
1264,Zimbabwe,1978,7.072354
1265,Other Africa,1978,10.485992
1266,Africa,1978,352.337832
1267,Bangladesh,1978,5.190365
1268,Brunei Darussalam,1978,1.87086
1269,Cambodia,1978,..
1270,DPR of Korea,1978,94.861217
1271,India,1978,230.977738
1272,Indonesia,1978,52.542092
1273,Malaysia,1978,19.45155
1274,Mongolia,1978,..
1275,Myanmar,1978,4.637676
1276,Nepal,1978,0.282386
1277,Pakistan,1978,21.283489
1278,Philippines,1978,33.724597
1279,Singapore,1978,11.755671
1280,Sri Lanka,1978,3.337852
1281,Chinese Taipei,1978,60.343927
1282,Thailand,1978,30.008132
1283,Viet Nam,1978,13.406579
1284,Other Asia,1978,14.330223
1285,Asia (excl. China),1978,598.004354
1286,People's Rep. of China,1978,1371.803873
1287,"Hong Kong, China",1978,15.443159
1288,"China (incl. Hong Kong, China)",1978,1387.247032
1289,Argentina,1978,92.362447
1290,Bolivia,1978,4.066274
1291,Brazil,1978,160.15253
1292,Colombia,1978,33.015425
1293,Costa Rica,1978,2.444064
1294,Cuba,1978,29.714283000000002
1295,Curaçao,1978,9.270318
1296,Dominican Republic,1978,5.829988
1297,Ecuador,1978,9.238904
1298,El Salvador,1978,2.024939
1299,Guatemala,1978,3.75494
1300,Haiti,1978,0.645046
1301,Honduras,1978,1.584455
1302,Jamaica,1978,7.000483
1303,Nicaragua,1978,2.353727
1304,Panama,1978,2.902162
1305,Paraguay,1978,1.401695
1306,Peru,1978,18.361593
1307,Suriname,1978,..
1308,Trinidad and Tobago,1978,5.878389
1309,Uruguay,1978,5.466872
1310,Venezuela,1978,67.006458
1311,Other Non-OECD Americas,1978,11.011304
1312,Non-OECD Americas,1978,475.486296
1313,Bahrain,1978,6.677345
1314,Islamic Rep. of Iran,1978,86.548198
1315,Iraq,1978,22.717821
1316,Jordan,1978,3.364461
1317,Kuwait,1978,20.002096
1318,Lebanon,1978,5.803474
1319,Oman,1978,1.545424
1320,Qatar,1978,3.831656
1321,Saudi Arabia,1978,52.850383
1322,Syrian Arab Republic ,1978,10.151429
1323,United Arab Emirates,1978,12.250029
1324,Yemen,1978,2.43593
1325,Middle East,1978,228.178246
1326,IEA/Accession/Association,1978,12712.07696
1327,European Union - 28,1978,..
1328,G7,1978,8518.96256
1329,G8,1978,..
1330,G20,1978,..
1331,Africa,1978,352.337832
1332,Americas,1978,5839.350235
1333,Asia,1978,..
1334,Europe,1978,..
1335,Oceania,1978,213.579927
1336,Canada,1979,417.3144
1337,Chile,1979,20.630206
1338,Mexico,1979,183.823468
1339,United States,1979,4800.31029
1340,OECD Americas,1979,5422.078364
1341,Australia,1979,197.378887
1342,Israel,1979,19.00854
1343,Japan,1979,917.872352
1344,Korea,1979,121.255918
1345,New Zealand,1979,16.358744
1346,OECD Asia Oceania,1979,1271.874441
1347,Austria,1979,55.916144
1348,Belgium,1979,132.333205
1349,Czech Republic,1979,174.865251
1350,Denmark,1979,63.078842
1351,Estonia,1979,..
1352,Finland,1979,54.120236
1353,France,1979,474.560633
1354,Germany,1979,1099.049164
1355,Greece,1979,44.8846
1356,Hungary,1979,83.386443
1357,Iceland,1979,1.826956
1358,Ireland,1979,27.053334
1359,Italy,1979,353.929429
1360,Latvia,1979,..
1361,Lithuania,1979,..
1362,Luxembourg,1979,13.262431
1363,Netherlands,1979,153.154959
1364,Norway,1979,28.798385
1365,Poland,1979,406.116245
1366,Portugal,1979,21.888958
1367,Slovak Republic,1979,51.543254
1368,Slovenia,1979,..
1369,Spain,1979,174.772942
1370,Sweden,1979,80.106144
1371,Switzerland,1979,38.6529
1372,Turkey,1979,67.555819
1373,United Kingdom,1979,623.134969
1374,OECD Europe,1979,4223.991243
1375,Albania,1979,6.694873
1376,Armenia,1979,..
1377,Azerbaijan,1979,..
1378,Belarus,1979,..
1379,Bosnia and Herzegovina,1979,..
1380,Bulgaria,1979,82.248604
1381,Croatia,1979,..
1382,Cyprus,1979,2.428702
1383,Georgia,1979,..
1384,Gibraltar,1979,0.077759
1385,Kazakhstan,1979,..
1386,Kosovo,1979,..
1387,Kyrgyzstan,1979,..
1388,Malta,1979,0.892115
1389,Republic of Moldova,1979,..
1390,Montenegro,1979,..
1391,Republic of North Macedonia,1979,..
1392,Romania,1979,178.746919
1393,Russian Federation,1979,..
1394,Serbia,1979,..
1395,Tajikistan,1979,..
1396,Turkmenistan,1979,..
1397,Ukraine,1979,..
1398,Uzbekistan,1979,..
1399,Former Soviet Union (if no detail),1979,2833.247379
1400,Former Yugoslavia (if no detail),1979,87.524415
1401,Non-OECD Europe and Eurasia,1979,3191.860766
1402,Algeria,1979,26.979872
1403,Angola,1979,2.539986
1404,Benin,1979,0.382315
1405,Botswana,1979,..
1406,Cameroon,1979,1.54213
1407,Congo,1979,0.653601
1408,Côte d'Ivoire,1979,3.653702
1409,Dem. Rep. of Congo,1979,3.202245
1410,Egypt,1979,36.356824
1411,Eritrea,1979,..
1412,Ethiopia,1979,1.32017
1413,Gabon,1979,1.331937
1414,Ghana,1979,2.213717
1415,Kenya,1979,4.102855
1416,Libya,1979,12.848423
1417,Mauritius,1979,0.606905
1418,Morocco,1979,13.333606
1419,Mozambique,1979,1.894822
1420,Namibia,1979,..
1421,Niger,1979,..
1422,Nigeria,1979,21.072207
1423,Senegal,1979,1.954134
1424,South Africa,1979,198.764867
1425,South Sudan,1979,..
1426,Sudan,1979,3.143836
1427,United Rep. of Tanzania,1979,1.524441
1428,Togo,1979,0.413016
1429,Tunisia,1979,7.321541
1430,Zambia,1979,3.243647
1431,Zimbabwe,1979,7.024612
1432,Other Africa,1979,12.265088
1433,Africa,1979,369.690499
1434,Bangladesh,1979,5.700371
1435,Brunei Darussalam,1979,1.96415
1436,Cambodia,1979,..
1437,DPR of Korea,1979,101.686411
1438,India,1979,250.569717
1439,Indonesia,1979,59.381316
1440,Malaysia,1979,21.743216
1441,Mongolia,1979,..
1442,Myanmar,1979,4.765234
1443,Nepal,1979,0.453753
1444,Pakistan,1979,22.971991
1445,Philippines,1979,34.937834
1446,Singapore,1979,12.673412
1447,Sri Lanka,1979,3.625343
1448,Chinese Taipei,1979,64.098657
1449,Thailand,1979,32.091515
1450,Viet Nam,1979,14.189147
1451,Other Asia,1979,15.89533
1452,Asia (excl. China),1979,646.747397
1453,People's Rep. of China,1979,1396.172436
1454,"Hong Kong, China",1979,14.278741
1455,"China (incl. Hong Kong, China)",1979,1410.451177
1456,Argentina,1979,97.480778
1457,Bolivia,1979,4.075837
1458,Brazil,1979,169.699513
1459,Colombia,1979,33.376454
1460,Costa Rica,1979,2.430977
1461,Cuba,1979,29.685228
1462,Curaçao,1979,9.180926
1463,Dominican Republic,1979,6.150973
1464,Ecuador,1979,9.699261
1465,El Salvador,1979,1.937137
1466,Guatemala,1979,4.21527
1467,Haiti,1979,0.651935
1468,Honduras,1979,1.684669
1469,Jamaica,1979,7.00646
1470,Nicaragua,1979,1.53856
1471,Panama,1979,3.059528
1472,Paraguay,1979,1.346566
1473,Peru,1979,19.198236
1474,Suriname,1979,..
1475,Trinidad and Tobago,1979,5.917776
1476,Uruguay,1979,5.94873
1477,Venezuela,1979,76.362663
1478,Other Non-OECD Americas,1979,10.337614
1479,Non-OECD Americas,1979,500.985091
1480,Bahrain,1979,7.137318
1481,Islamic Rep. of Iran,1979,95.753766
1482,Iraq,1979,26.533044
1483,Jordan,1979,3.464197
1484,Kuwait,1979,25.61693
1485,Lebanon,1979,6.29975
1486,Oman,1979,1.889158
1487,Qatar,1979,6.210288
1488,Saudi Arabia,1979,73.640004
1489,Syrian Arab Republic ,1979,13.339385
1490,United Arab Emirates,1979,14.498958
1491,Yemen,1979,2.635676
1492,Middle East,1979,277.018474
1493,IEA/Accession/Association,1979,13029.79493
1494,European Union - 28,1979,..
1495,G7,1979,8686.171237
1496,G8,1979,..
1497,G20,1979,..
1498,Africa,1979,369.690499
1499,Americas,1979,5923.063455
1500,Asia,1979,..
1501,Europe,1979,..
1502,Oceania,1979,218.715738
1503,Canada,1980,422.262325
1504,Chile,1980,21.405335
1505,Mexico,1980,204.603854
1506,United States,1980,4595.789109
1507,OECD Americas,1980,5244.060623
1508,Australia,1980,206.729609
1509,Israel,1980,18.852429
1510,Japan,1980,870.613152
1511,Korea,1980,125.599661
1512,New Zealand,1980,16.475724
1513,OECD Asia Oceania,1980,1238.270575
1514,Austria,1980,54.355279
1515,Belgium,1980,125.549715
1516,Czech Republic,1980,167.969147
1517,Denmark,1980,63.060801
1518,Estonia,1980,..
1519,Finland,1980,54.865628
1520,France,1980,455.214051
1521,Germany,1980,1048.150693
1522,Greece,1980,45.176142
1523,Hungary,1980,82.613644
1524,Iceland,1980,1.746981
1525,Ireland,1980,25.895837
1526,Italy,1980,355.353186
1527,Latvia,1980,..
1528,Lithuania,1980,..
1529,Luxembourg,1980,12.450372
1530,Netherlands,1980,145.417303
1531,Norway,1980,27.235484
1532,Poland,1980,416.002259
1533,Portugal,1980,23.753098
1534,Slovak Republic,1980,55.77679
1535,Slovenia,1980,..
1536,Spain,1980,186.254122
1537,Sweden,1980,73.120121
1538,Switzerland,1980,39.262145
1539,Turkey,1980,71.522558
1540,United Kingdom,1980,570.574002
1541,OECD Europe,1980,4101.319358
1542,Albania,1980,6.811556
1543,Armenia,1980,..
1544,Azerbaijan,1980,..
1545,Belarus,1980,..
1546,Bosnia and Herzegovina,1980,..
1547,Bulgaria,1980,85.032429
1548,Croatia,1980,..
1549,Cyprus,1980,2.574554
1550,Georgia,1980,..
1551,Gibraltar,1980,0.093542
1552,Kazakhstan,1980,..
1553,Kosovo,1980,..
1554,Kyrgyzstan,1980,..
1555,Malta,1980,0.992263
1556,Republic of Moldova,1980,..
1557,Montenegro,1980,..
1558,Republic of North Macedonia,1980,..
1559,Romania,1980,177.369151
1560,Russian Federation,1980,..
1561,Serbia,1980,..
1562,Tajikistan,1980,..
1563,Turkmenistan,1980,..
1564,Ukraine,1980,..
1565,Uzbekistan,1980,..
1566,Former Soviet Union (if no detail),1980,2935.714764
1567,Former Yugoslavia (if no detail),1980,84.159394
1568,Non-OECD Europe and Eurasia,1980,3292.747653
1569,Algeria,1980,27.736565
1570,Angola,1980,2.658145
1571,Benin,1980,0.394843
1572,Botswana,1980,..
1573,Cameroon,1980,1.668316
1574,Congo,1980,0.692372
1575,Côte d'Ivoire,1980,3.390969
1576,Dem. Rep. of Congo,1980,3.167521
1577,Egypt,1980,40.751362
1578,Eritrea,1980,..
1579,Ethiopia,1980,1.351695
1580,Gabon,1980,1.290714
1581,Ghana,1980,2.190291
1582,Kenya,1980,4.394629
1583,Libya,1980,17.588669
1584,Mauritius,1980,0.572348
1585,Morocco,1980,13.686748
1586,Mozambique,1980,2.343329
